Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,service_mean,satisfaction
Male,Loyal Customer,13,Personal Travel,Eco,6.089044875446846,4,3,4,4,5,4,1,5,3,3,3,4,4,5,1.0986122886681098,2.70805020110221,3.75,0
Female,Loyal Customer,46,Business travel,Business,8.165932137321585,4,4,4,4,2,5,4,4,4,4,4,3,4,3,0.0,0.0,3.75,1
Female,Loyal Customer,70,Personal Travel,Eco,6.741700694652055,3,4,3,3,4,5,5,3,3,3,3,4,3,4,2.995732273553991,3.091042453358316,3.5833333333333335,0
Male,Loyal Customer,62,Business travel,Business,7.643003635560718,5,2,2,2,2,4,3,5,5,4,5,1,5,2,4.127134385045092,4.060443010546419,3.5833333333333335,0
Male,Loyal Customer,48,Personal Travel,Eco,5.8377304471659395,4,4,4,3,3,4,3,3,4,3,4,5,5,3,0.0,1.0986122886681098,3.75,0
Male,disloyal Customer,40,Business travel,Business,5.877735781779639,1,1,1,1,3,1,4,3,2,2,4,1,2,3,0.0,0.0,2.25,0
Female,disloyal Customer,27,Business travel,Eco,6.816735880594968,2,2,2,3,5,2,4,5,4,1,5,5,5,5,0.0,1.6094379124341003,3.75,0
Male,Loyal Customer,32,Business travel,Business,6.495265555937008,3,3,3,3,5,5,5,5,3,3,4,5,4,5,2.1972245773362196,1.9459101490553132,4.166666666666667,1
Male,disloyal Customer,24,Business travel,Business,6.899723107284872,4,5,4,4,2,4,2,2,4,5,4,5,5,2,3.912023005428146,3.7376696182833684,3.5833333333333335,1
Male,Loyal Customer,29,Personal Travel,Eco Plus,6.502790045915623,1,5,1,5,3,1,1,3,3,4,3,4,5,3,0.6931471805599453,0.0,2.6666666666666665,0
Female,Loyal Customer,35,Personal Travel,Business,5.796057750765372,3,0,3,2,5,4,5,4,4,3,4,3,4,5,0.0,0.0,3.9166666666666665,0
Male,Loyal Customer,42,Business travel,Eco,6.875232087276577,2,1,1,1,1,2,1,1,1,3,1,3,2,1,4.07753744390572,4.07753744390572,1.5833333333333333,1
Female,Loyal Customer,40,Business travel,Business,7.640603826393634,5,1,5,5,5,4,5,4,4,4,4,4,4,4,0.0,0.0,4.333333333333333,1
Female,Loyal Customer,55,Business travel,Business,8.266421472984554,4,4,4,4,5,4,5,3,3,3,3,5,3,5,2.8903717578961645,3.5263605246161616,3.9166666666666665,1
Female,Loyal Customer,50,Business travel,Business,6.18826412308259,3,3,3,3,5,5,4,5,5,5,5,5,5,5,3.258096538021482,3.4339872044851463,4.583333333333333,1
Female,Loyal Customer,56,Business travel,Business,8.076204527239026,2,1,1,1,2,4,3,2,2,2,2,4,2,4,0.0,0.0,2.5,0
Male,Loyal Customer,32,Personal Travel,Eco Plus,6.985641817639208,2,5,2,1,1,2,1,1,5,5,4,5,5,1,1.9459101490553132,2.70805020110221,2.8333333333333335,0
Female,Loyal Customer,41,Business travel,Business,6.104793232414985,3,5,2,5,3,4,3,3,3,3,3,2,3,3,2.3978952727983707,0.6931471805599453,2.9166666666666665,0
Female,disloyal Customer,26,Business travel,Eco,6.677083461247136,2,2,2,4,4,2,4,4,2,1,3,3,3,4,3.4011973816621555,3.4339872044851463,2.8333333333333335,0
Female,Loyal Customer,41,Business travel,Business,5.910796644040527,1,1,5,1,3,4,4,3,3,4,3,5,3,3,0.0,0.0,3.4166666666666665,1
Male,Loyal Customer,70,Personal Travel,Eco,6.853299093186078,1,4,1,5,4,1,1,4,3,4,3,4,2,4,0.0,0.6931471805599453,2.6666666666666665,0
Male,disloyal Customer,42,Business travel,Business,6.849066282633458,5,5,5,3,4,5,4,4,4,4,4,5,4,4,2.4849066497880004,0.0,4.333333333333333,1
Female,Loyal Customer,35,Personal Travel,Eco Plus,6.131226489483141,4,4,2,5,3,2,3,3,3,4,5,5,5,3,0.0,2.8903717578961645,3.5,0
Female,Loyal Customer,25,Business travel,Business,8.00903068506973,2,3,3,3,2,2,2,2,1,2,2,4,3,2,0.0,0.0,2.25,0
Female,Loyal Customer,55,Business travel,Business,7.81762544305337,0,4,0,2,4,4,4,1,2,3,3,4,3,4,5.627621113690637,5.631211781821365,2.6666666666666665,1
Female,Loyal Customer,43,Business travel,Business,8.24380842366528,1,1,1,1,2,4,4,5,5,5,5,3,5,4,0.0,0.0,3.6666666666666665,1
Male,disloyal Customer,25,Business travel,Eco,6.816735880594968,3,2,2,2,5,2,5,5,1,1,1,2,1,5,4.68213122712422,4.532599493153256,2.75,0
Male,disloyal Customer,49,Business travel,Business,7.224753405767971,4,4,4,5,4,4,4,4,3,4,4,4,5,4,2.6390573296152584,0.0,4.0,1
Female,Loyal Customer,38,Business travel,Business,7.772752716468742,2,2,2,2,5,4,3,3,3,3,2,3,3,1,3.1780538303479458,3.258096538021482,2.8333333333333335,0
Female,Loyal Customer,34,Business travel,Business,6.507277712385012,1,1,3,1,3,4,5,5,5,5,5,3,5,4,0.0,0.0,4.0,1
Male,Loyal Customer,46,Business travel,Business,6.852242569051878,4,4,4,4,2,1,2,4,4,4,4,3,4,4,0.0,0.0,3.3333333333333335,1
Male,Loyal Customer,50,Personal Travel,Eco Plus,6.8308742346461795,4,4,4,1,1,4,1,1,5,5,3,5,3,1,0.6931471805599453,0.0,3.0833333333333335,0
Female,disloyal Customer,26,Business travel,Eco,6.62273632394984,3,3,3,3,3,3,5,3,5,1,1,2,2,3,0.0,0.0,2.8333333333333335,0
Female,Loyal Customer,58,Personal Travel,Eco,7.354362330421477,2,4,1,1,5,3,4,2,2,1,2,5,2,3,0.0,0.0,2.6666666666666665,0
Male,Loyal Customer,41,Business travel,Business,6.748759547491679,5,5,5,5,1,4,1,4,4,4,4,5,4,4,0.0,0.6931471805599453,3.75,1
Male,Loyal Customer,19,Personal Travel,Eco Plus,6.583409222158765,2,3,3,4,3,3,3,3,1,3,4,2,3,3,0.0,0.0,2.75,0
Female,Loyal Customer,58,Business travel,Business,7.688913336864796,0,0,0,4,4,4,4,3,3,3,3,4,3,4,3.7612001156935624,3.6109179126442243,2.9166666666666665,1
Male,Loyal Customer,52,Personal Travel,Business,6.380122536899765,4,5,4,3,4,1,1,1,1,4,1,1,1,4,0.0,0.0,2.25,1
Female,Loyal Customer,40,Business travel,Business,8.120291313968561,3,3,3,3,4,4,4,5,2,5,5,4,3,4,5.84354441703136,5.805134968916488,3.8333333333333335,1
Female,Loyal Customer,46,Business travel,Business,8.20903626577507,4,4,1,4,3,4,5,2,2,2,2,5,2,5,1.3862943611198906,0.0,3.0833333333333335,1
Female,Loyal Customer,35,Business travel,Business,6.003887067106539,4,4,4,4,3,4,5,2,2,2,2,3,2,5,0.0,3.091042453358316,3.1666666666666665,1
Male,Loyal Customer,38,Personal Travel,Eco,5.662960480135946,4,4,4,2,4,4,4,4,4,5,5,5,5,4,2.4849066497880004,0.0,4.333333333333333,1
Male,Loyal Customer,29,Business travel,Business,6.476972362889683,1,1,4,1,5,5,5,5,3,5,5,4,5,5,3.2188758248682006,2.302585092994046,4.333333333333333,1
Male,Loyal Customer,50,Business travel,Business,8.258163361537619,0,0,0,1,2,4,5,2,2,2,2,3,2,3,0.0,0.0,2.25,1
Male,disloyal Customer,23,Business travel,Eco,7.665753431861699,3,3,3,3,1,3,1,1,1,1,3,3,3,1,0.6931471805599453,0.0,2.0,0
Male,disloyal Customer,37,Business travel,Business,7.016609683894219,3,3,3,3,1,3,1,1,3,4,4,4,4,1,2.995732273553991,0.0,2.6666666666666665,0
Male,Loyal Customer,43,Business travel,Business,7.659642954564682,5,5,5,5,3,4,4,5,5,5,5,4,5,4,0.0,2.5649493574615367,4.5,1
Female,Loyal Customer,39,Personal Travel,Business,7.080867896690782,1,4,1,3,3,3,5,2,2,1,2,4,2,5,0.0,2.302585092994046,2.5833333333333335,0
Female,Loyal Customer,53,Business travel,Business,5.916202062607435,1,1,1,1,4,1,1,5,5,5,5,5,5,4,2.4849066497880004,3.044522437723423,3.5,1
Female,Loyal Customer,39,Personal Travel,Eco,6.86171134048073,1,5,1,2,3,1,5,3,4,3,5,3,5,3,2.9444389791664403,1.3862943611198906,3.0833333333333335,0
Female,Loyal Customer,9,Personal Travel,Eco,5.991464547107982,3,5,3,5,1,3,1,1,5,5,4,5,4,1,0.0,0.0,3.0,0
Female,Loyal Customer,51,Business travel,Eco,5.081404364984463,5,4,4,4,5,2,1,5,5,5,5,5,5,2,3.332204510175204,2.4849066497880004,4.083333333333333,1
Male,Loyal Customer,71,Business travel,Eco,5.605802066295998,4,3,3,3,4,4,4,4,1,1,3,4,3,4,3.1780538303479458,1.9459101490553132,3.25,0
Female,Loyal Customer,70,Business travel,Eco Plus,5.811140992976701,5,3,3,3,1,1,2,5,5,5,5,1,5,2,2.4849066497880004,1.6094379124341003,3.3333333333333335,1
Male,Loyal Customer,46,Business travel,Business,8.294299608857235,2,2,2,2,3,5,5,1,1,2,1,4,1,5,0.0,0.0,2.6666666666666665,1
Female,Loyal Customer,42,Business travel,Business,8.13622555490846,4,4,4,4,2,4,5,5,5,5,5,3,5,5,1.791759469228055,2.5649493574615367,4.333333333333333,1
Female,disloyal Customer,25,Business travel,Business,6.951772164398911,2,5,2,5,2,2,3,2,5,3,4,4,4,2,0.0,0.0,2.9166666666666665,0
Female,disloyal Customer,22,Business travel,Eco,5.455321115357702,0,0,0,1,2,0,2,2,5,1,4,5,5,2,2.995732273553991,2.9444389791664403,2.3333333333333335,1
Female,Loyal Customer,49,Business travel,Business,7.941651252930556,1,1,1,1,5,2,1,5,5,5,5,2,5,4,0.0,0.0,3.4166666666666665,1
Male,Loyal Customer,34,Business travel,Business,5.720311776607412,1,2,2,2,5,3,3,1,1,1,1,3,1,2,0.0,0.0,2.0,0
Female,Loyal Customer,36,Business travel,Eco Plus,6.934397209928558,4,5,5,5,4,4,4,4,3,2,5,2,3,4,1.3862943611198906,0.0,3.6666666666666665,1
Male,Loyal Customer,35,Business travel,Business,7.289610521451167,3,3,3,3,2,5,5,4,4,4,4,4,4,3,1.6094379124341003,0.0,3.75,1
Male,disloyal Customer,21,Business travel,Eco,6.900730664045173,4,4,4,3,3,4,3,3,5,5,5,5,4,3,1.3862943611198906,0.0,4.0,0
Male,Loyal Customer,60,Business travel,Eco,6.2166061010848646,3,5,5,5,3,3,3,3,4,1,3,3,4,3,2.772588722239781,2.1972245773362196,3.1666666666666665,0
Male,Loyal Customer,39,Business travel,Business,7.604396348796338,4,4,4,4,3,4,4,4,4,4,4,3,4,3,1.0986122886681098,1.0986122886681098,3.75,1
Male,Loyal Customer,19,Business travel,Business,5.424950017481403,1,3,3,3,1,1,1,1,3,3,3,3,3,1,3.4011973816621555,3.295836866004329,2.0,0
Female,Loyal Customer,38,Personal Travel,Eco,6.444131256700441,1,4,1,3,2,1,2,2,4,2,4,4,4,2,3.7376696182833684,3.4657359027997265,2.4166666666666665,0
Female,Loyal Customer,18,Personal Travel,Eco,7.289610521451167,2,4,2,1,3,2,3,3,4,3,5,3,4,3,2.995732273553991,0.0,3.0833333333333335,0
Male,Loyal Customer,9,Personal Travel,Eco,5.159055299214529,4,4,4,5,4,4,2,4,5,3,4,4,5,4,2.4849066497880004,1.791759469228055,3.9166666666666665,0
Female,Loyal Customer,60,Business travel,Business,6.618738983517219,2,4,4,4,4,4,3,2,2,2,2,2,2,2,0.0,3.044522437723423,2.5833333333333335,0
Male,Loyal Customer,35,Business travel,Business,8.07558263667172,1,1,1,1,5,5,5,5,5,5,5,5,5,4,2.302585092994046,0.0,4.25,1
Female,Loyal Customer,41,Personal Travel,Eco,7.684783943522785,3,3,3,3,1,3,1,1,4,1,4,1,4,1,0.0,0.0,2.25,0
Male,Loyal Customer,39,Business travel,Business,7.406103381237015,4,2,4,4,2,5,5,4,4,4,4,4,4,3,0.0,0.0,3.9166666666666665,1
Male,Loyal Customer,30,Business travel,Business,7.618251097876695,4,4,4,4,4,4,4,4,5,4,5,4,4,4,1.6094379124341003,1.9459101490553132,4.166666666666667,1
Male,Loyal Customer,26,Business travel,Business,7.610357618312838,1,1,3,1,4,4,4,4,3,5,4,4,1,4,2.302585092994046,0.0,3.4166666666666665,1
Male,Loyal Customer,26,Personal Travel,Eco,7.52131798019924,5,4,5,3,3,5,5,3,3,1,2,2,4,3,0.0,1.0986122886681098,3.4166666666666665,1
Male,Loyal Customer,25,Personal Travel,Eco,6.802394763324311,3,4,3,3,1,3,1,1,5,2,5,5,5,1,0.0,0.0,2.9166666666666665,0
Male,disloyal Customer,39,Business travel,Eco,6.089044875446846,4,3,4,2,1,4,1,1,3,4,4,5,1,1,0.0,0.0,2.75,1
Female,Loyal Customer,39,Business travel,Business,4.465908118654584,3,1,1,1,1,3,3,1,1,1,3,1,1,1,4.330733340286331,4.382026634673881,1.6666666666666667,0
Male,Loyal Customer,63,Personal Travel,Eco,6.0330862217988015,2,2,2,4,1,2,1,1,1,5,4,2,4,1,4.836281906951478,4.804021044733257,2.1666666666666665,0
Male,Loyal Customer,37,Personal Travel,Eco,6.942156705699469,2,5,2,5,1,2,1,1,3,4,5,3,4,1,0.0,0.0,2.4166666666666665,0
Female,Loyal Customer,38,Business travel,Eco,7.814399633804487,3,2,2,2,3,5,3,3,2,4,3,4,3,3,0.0,0.0,3.1666666666666665,1
Female,Loyal Customer,58,Business travel,Eco,5.768320995793772,3,4,4,4,3,3,4,3,3,3,3,4,3,2,1.9459101490553132,0.0,3.1666666666666665,0
Male,Loyal Customer,45,Business travel,Business,5.638354669333745,2,2,2,2,3,2,5,5,5,4,5,1,5,3,3.6635616461296463,4.0943445622221,3.5,1
Female,Loyal Customer,60,Business travel,Business,7.580189417944541,5,5,5,5,3,5,5,4,4,4,4,4,4,3,2.5649493574615367,0.0,4.166666666666667,1
Female,Loyal Customer,45,Business travel,Business,7.407924322559599,1,3,3,3,5,4,4,1,1,1,1,3,1,2,4.143134726391533,4.04305126783455,2.25,0
Female,Loyal Customer,52,Business travel,Eco,5.19295685089021,4,4,4,4,1,5,2,4,4,4,4,1,4,4,3.58351893845611,,3.4166666666666665,1
Male,Loyal Customer,62,Personal Travel,Eco,6.045005314036012,3,5,3,4,5,3,5,5,3,1,3,3,1,5,4.23410650459726,4.430816798843313,3.3333333333333335,0
Male,Loyal Customer,41,Personal Travel,Eco Plus,6.403574197934815,3,4,3,4,5,3,4,5,5,5,5,3,5,5,0.0,0.6931471805599453,4.25,0
Male,Loyal Customer,26,Business travel,Eco Plus,7.034387929915503,5,3,3,3,5,5,5,5,2,1,4,2,4,5,0.0,0.0,3.8333333333333335,1
Male,Loyal Customer,54,Business travel,Business,8.141189793457691,2,2,2,2,3,4,4,2,2,2,2,3,2,5,1.791759469228055,0.0,2.75,1
Female,Loyal Customer,25,Personal Travel,Eco,5.43372200355424,4,5,4,1,1,4,3,1,3,2,4,5,5,1,0.0,0.0,3.0833333333333335,0
Male,Loyal Customer,27,Personal Travel,Eco,6.633318433280377,4,5,4,4,5,4,5,5,4,5,5,3,4,5,3.713572066704308,3.871201010907891,4.416666666666667,0
Male,disloyal Customer,36,Business travel,Business,7.480992162869525,2,2,2,1,3,2,3,3,5,2,5,4,5,3,0.0,1.9459101490553132,3.25,0
Female,Loyal Customer,54,Business travel,Business,8.035926369891792,3,3,3,3,3,4,5,5,5,5,5,4,5,4,3.9889840465642745,3.784189633918261,4.25,1
Male,Loyal Customer,29,Personal Travel,Eco,5.968707559985366,2,5,2,4,5,2,5,5,2,2,1,3,4,5,0.0,0.0,3.1666666666666665,0
Female,Loyal Customer,53,Business travel,Business,7.766840537085513,3,3,3,3,5,5,5,3,3,3,3,3,3,4,2.1972245773362196,1.9459101490553132,3.5833333333333335,1
Female,Loyal Customer,62,Personal Travel,Eco,7.323170717943469,2,4,2,4,2,3,3,3,3,2,2,3,3,4,0.0,0.0,2.6666666666666665,0
Female,Loyal Customer,33,Business travel,Eco Plus,5.805134968916488,4,1,1,1,4,4,4,4,1,4,1,5,4,4,0.0,0.0,3.3333333333333335,1
Male,Loyal Customer,25,Business travel,Business,6.919683849847411,4,4,4,4,4,4,4,4,5,5,5,3,4,4,0.0,0.0,4.166666666666667,1
Female,Loyal Customer,40,Business travel,Business,7.704811922932594,5,5,5,5,2,5,4,4,4,4,4,3,4,5,0.0,0.0,4.083333333333333,1
Female,Loyal Customer,69,Personal Travel,Eco,6.760414691083428,1,3,1,3,1,2,3,4,4,1,4,1,4,3,0.0,0.0,2.4166666666666665,0
Male,Loyal Customer,37,Business travel,Eco,5.3612921657094255,2,5,1,5,2,2,2,2,2,2,4,4,3,2,1.0986122886681098,0.0,2.3333333333333335,0
Male,Loyal Customer,75,Business travel,Eco,4.718498871295094,3,3,3,3,3,3,3,3,2,5,2,5,3,3,0.0,0.0,3.1666666666666665,1
Female,disloyal Customer,42,Business travel,Business,6.068425588244111,3,3,3,5,3,3,3,3,5,2,4,5,5,3,0.0,1.6094379124341003,3.5,0
Male,disloyal Customer,48,Business travel,Eco,7.02108396428914,1,0,0,4,2,1,2,2,4,3,4,3,3,2,1.9459101490553132,0.6931471805599453,2.25,0
Male,Loyal Customer,45,Personal Travel,Business,6.637258031284457,4,3,4,3,2,4,3,3,3,4,1,1,3,1,0.0,1.3862943611198906,2.75,0
Male,Loyal Customer,61,Personal Travel,Eco,6.333279628139691,4,4,4,3,3,4,3,3,5,2,5,4,4,3,3.4011973816621555,2.3978952727983707,3.6666666666666665,0
Female,disloyal Customer,50,Business travel,Eco,6.905753276311464,3,3,3,4,4,3,4,4,3,1,4,2,4,4,0.0,0.0,3.25,0
Female,Loyal Customer,12,Business travel,Business,7.9105906122564775,2,2,2,2,4,4,4,4,1,5,5,4,3,4,4.867534450455582,4.812184355372417,3.5,1
Female,Loyal Customer,48,Business travel,Business,6.0063531596017325,4,4,4,4,2,4,4,5,5,4,5,5,5,4,0.0,0.0,4.25,1
Male,Loyal Customer,13,Personal Travel,Eco,6.519147287940395,3,5,3,1,5,3,5,5,1,1,3,5,1,5,0.0,0.0,3.3333333333333335,0
Female,Loyal Customer,20,Personal Travel,Eco Plus,6.709304340258298,3,4,3,5,3,3,3,3,3,4,5,1,4,3,1.6094379124341003,0.6931471805599453,3.1666666666666665,0
Female,disloyal Customer,23,Business travel,Eco,5.4680601411351315,1,4,1,2,3,1,3,3,5,2,5,4,5,3,2.8903717578961645,2.9444389791664403,3.0,0
Female,Loyal Customer,25,Business travel,Eco,6.842683282238422,3,2,2,2,3,2,1,3,4,1,2,3,3,3,1.3862943611198906,0.0,2.5,0
Male,Loyal Customer,35,Business travel,Business,6.851184927493743,2,2,4,2,4,5,4,4,4,4,4,2,4,2,0.0,0.0,3.5833333333333335,1
Male,Loyal Customer,56,Business travel,Business,7.983781068977451,2,2,2,2,5,4,5,5,5,5,5,3,5,4,0.0,0.0,4.166666666666667,1
Male,Loyal Customer,50,Business travel,Business,7.487173694213739,2,2,2,2,2,5,5,4,4,4,4,5,4,3,0.0,0.0,3.6666666666666665,1
Male,Loyal Customer,55,Business travel,Business,6.2166061010848646,3,3,3,3,4,5,4,4,4,4,4,5,4,4,0.0,0.0,4.0,1
Male,Loyal Customer,33,Business travel,Eco,4.90527477843843,1,2,2,2,1,1,1,1,1,4,4,3,3,1,0.0,0.0,1.9166666666666667,0
Male,disloyal Customer,38,Business travel,Business,6.2324480165505225,1,0,0,4,5,0,5,5,3,4,5,5,4,5,2.8903717578961645,3.367295829986474,3.5,0
Female,disloyal Customer,27,Business travel,Eco,5.902633333401366,3,2,3,4,4,3,4,4,3,3,4,1,3,4,1.3862943611198906,0.0,3.25,0
Male,Loyal Customer,48,Business travel,Eco,5.950642552587727,2,4,2,4,2,2,2,2,1,4,3,3,3,2,0.0,0.0,2.3333333333333335,0
Female,Loyal Customer,43,Business travel,Business,8.229511118964457,1,1,1,1,2,4,2,3,3,3,3,5,3,2,0.6931471805599453,0.0,2.6666666666666665,1
Male,disloyal Customer,33,Business travel,Business,5.916202062607435,3,4,4,2,3,4,3,3,4,3,5,3,5,3,3.7376696182833684,4.343805421853684,3.5833333333333335,0
Male,Loyal Customer,22,Business travel,Business,7.068172000388042,1,1,1,1,5,5,5,5,3,4,4,5,5,5,3.367295829986474,3.2188758248682006,4.0,1
Female,Loyal Customer,54,Personal Travel,Eco,5.910796644040527,1,2,1,4,1,4,4,2,2,1,2,3,2,3,1.6094379124341003,1.3862943611198906,2.1666666666666665,0
Female,Loyal Customer,31,Business travel,Eco,7.4815557019095165,1,5,5,5,1,1,1,1,2,3,1,2,3,1,0.0,0.0,1.8333333333333333,0
Male,Loyal Customer,45,Business travel,Business,5.662960480135946,4,4,4,4,1,1,2,5,5,5,5,1,5,4,0.0,0.0,3.5,1
Female,Loyal Customer,11,Personal Travel,Eco,6.472346294500901,3,2,3,2,2,3,2,2,4,2,3,2,3,2,0.0,0.0,2.5833333333333335,0
Male,Loyal Customer,25,Business travel,Business,8.09437844497296,0,0,0,4,3,3,3,3,3,2,1,4,2,3,0.0,0.0,2.25,1
Male,Loyal Customer,57,Personal Travel,Eco,5.236441962829949,3,5,3,4,5,3,5,5,5,4,5,4,5,5,0.0,0.0,4.333333333333333,0
Female,disloyal Customer,11,Business travel,Eco,6.894670039433482,4,4,4,4,4,4,4,4,1,3,3,4,4,4,0.0,0.0,3.5833333333333335,0
Female,Loyal Customer,42,Business travel,Business,7.3427791893318455,2,2,2,2,4,3,3,5,5,5,5,3,5,3,0.0,0.0,3.75,1
Female,Loyal Customer,67,Personal Travel,Eco,7.560080465021827,1,5,0,2,4,5,5,1,1,0,1,5,1,3,0.0,0.0,2.25,0
Male,Loyal Customer,58,Personal Travel,Eco,4.634728988229636,3,3,3,4,1,3,1,1,2,5,3,3,3,1,0.0,0.0,2.4166666666666665,0
Male,Loyal Customer,32,Business travel,Eco Plus,6.272877006546167,2,4,4,4,2,2,2,2,3,5,4,2,4,2,0.0,0.0,2.8333333333333335,0
Female,disloyal Customer,36,Business travel,Eco,5.099866427824199,3,3,3,4,5,3,5,5,3,5,4,2,3,5,0.0,0.0,3.8333333333333335,0
Male,Loyal Customer,56,Business travel,Business,7.85979918056211,1,1,1,1,3,4,4,5,5,5,5,3,5,5,0.0,0.0,3.8333333333333335,1
Male,Loyal Customer,47,Business travel,Business,7.846198815497425,4,2,5,2,5,4,4,4,4,4,4,1,4,4,0.0,0.0,3.9166666666666665,0
Male,Loyal Customer,51,Personal Travel,Eco,7.289610521451167,4,5,4,4,4,4,4,4,5,4,5,3,5,4,0.0,0.0,4.166666666666667,0
Male,Loyal Customer,40,Business travel,Business,7.949797216161852,1,3,3,3,1,1,1,3,4,3,2,1,4,1,5.814130531825066,5.765191102784844,2.0833333333333335,0
Female,Loyal Customer,22,Personal Travel,Eco,5.407171771460119,4,2,4,3,3,4,5,3,2,3,3,3,4,3,0.0,0.0,3.4166666666666665,0
Female,Loyal Customer,42,Business travel,Business,7.661997558901893,4,4,1,4,2,4,5,5,5,5,5,4,5,5,0.0,0.6931471805599453,4.166666666666667,1
Male,Loyal Customer,62,Personal Travel,Eco,6.802394763324311,2,4,1,3,1,1,1,1,4,4,5,4,4,1,4.787491742782046,4.532599493153256,2.4166666666666665,0
Male,Loyal Customer,37,Personal Travel,Eco,6.466144724237619,1,4,1,4,2,1,2,2,3,2,4,4,3,2,4.248495242049359,3.970291913552122,2.25,0
Male,Loyal Customer,70,Business travel,Business,6.104793232414985,4,4,4,4,2,5,5,5,5,5,5,5,5,5,0.0,0.0,4.583333333333333,1
Female,disloyal Customer,19,Business travel,Eco,6.259581464064923,0,4,0,1,3,0,3,3,4,5,5,3,4,3,2.772588722239781,0.0,2.75,1
Male,Loyal Customer,43,Personal Travel,Eco,7.735870319952567,5,1,5,2,1,5,1,1,3,4,2,4,1,1,3.4965075614664802,3.1354942159291497,2.75,1
Female,Loyal Customer,21,Personal Travel,Eco,5.4116460518550396,2,5,2,3,1,2,1,1,5,3,4,3,4,1,2.995732273553991,3.091042453358316,2.4166666666666665,0
Male,Loyal Customer,44,Business travel,Business,6.246106765481563,2,2,2,2,2,4,4,4,4,4,4,5,4,4,0.6931471805599453,0.6931471805599453,3.5833333333333335,1
Male,Loyal Customer,61,Personal Travel,Eco,6.220590170099739,5,5,5,1,5,5,5,5,3,2,5,5,5,5,0.0,1.3862943611198906,4.583333333333333,1
Female,disloyal Customer,23,Business travel,Eco,6.366470447731438,3,2,3,3,1,3,1,1,3,4,4,2,3,1,2.3978952727983707,3.258096538021482,2.4166666666666665,0
Female,Loyal Customer,55,Personal Travel,Eco,4.700480365792417,2,5,0,5,2,5,4,4,4,0,2,5,4,4,0.0,0.0,3.0,0
Female,Loyal Customer,41,Business travel,Business,8.232706009860976,5,5,5,5,3,4,5,5,5,5,5,4,5,3,0.0,0.0,4.5,1
Male,disloyal Customer,38,Business travel,Business,5.3230099791384085,5,5,5,1,5,5,1,5,5,2,4,3,4,5,1.3862943611198906,2.5649493574615367,4.083333333333333,1
Male,Loyal Customer,46,Business travel,Business,7.53689712956617,1,1,1,1,4,5,5,3,3,3,3,5,3,5,0.0,0.0,3.4166666666666665,1
Male,Loyal Customer,30,Personal Travel,Eco,6.943122422819428,3,4,3,3,1,3,1,1,4,4,5,5,4,1,2.5649493574615367,0.0,2.9166666666666665,0
Male,Loyal Customer,49,Business travel,Business,7.447751280047908,4,4,4,4,3,2,4,5,5,5,5,3,5,2,0.0,0.0,3.9166666666666665,1
Male,Loyal Customer,57,Business travel,Business,7.455298485683291,3,3,1,3,2,5,5,4,4,4,4,3,4,3,2.0794415416798357,2.1972245773362196,3.5,1
Male,Loyal Customer,57,Business travel,Business,6.359573868672378,4,4,5,4,3,5,4,3,3,4,3,5,3,4,0.0,0.0,3.8333333333333335,1
Male,Loyal Customer,59,Personal Travel,Eco,6.851184927493743,1,5,1,3,3,1,2,3,3,2,3,2,2,3,3.295836866004329,2.3978952727983707,2.1666666666666665,0
Male,Loyal Customer,26,Business travel,Business,7.138073034044347,1,1,1,1,4,4,4,4,3,2,4,5,4,4,0.0,0.0,3.3333333333333335,1
Male,Loyal Customer,64,Business travel,Eco Plus,5.771441123130016,1,3,5,5,1,1,1,1,4,3,4,2,3,1,0.0,2.70805020110221,2.25,0
Female,Loyal Customer,42,Business travel,Business,7.427144133408616,4,1,4,4,5,4,4,4,4,4,4,3,4,5,3.5263605246161616,2.9444389791664403,4.083333333333333,1
Male,disloyal Customer,29,Business travel,Business,7.136483208590247,0,0,0,4,1,0,1,1,5,5,4,5,5,1,1.9459101490553132,0.0,2.3333333333333335,1
Female,Loyal Customer,66,Personal Travel,Business,6.150602768446279,2,5,5,2,4,5,5,3,3,5,3,4,3,3,4.189654742026425,4.2626798770413155,3.75,0
Male,Loyal Customer,15,Business travel,Business,8.289037098278483,2,2,2,2,2,2,2,2,2,4,3,2,3,2,6.74993119378857,6.714170529909472,2.3333333333333335,0
Male,disloyal Customer,20,Business travel,Eco,5.407171771460119,2,2,2,3,2,2,2,2,3,4,3,3,3,2,0.0,0.0,2.5,0
Male,Loyal Customer,14,Personal Travel,Eco Plus,7.4645098346365275,3,4,3,2,2,3,2,2,3,5,4,3,5,2,4.290459441148391,4.394449154672439,3.0833333333333335,0
Female,disloyal Customer,31,Business travel,Eco,6.931471805599453,2,2,2,4,3,2,3,3,2,1,4,2,3,3,0.0,0.0,2.5,0
Male,Loyal Customer,49,Business travel,Business,7.776535028185241,5,5,5,5,2,5,5,5,5,5,5,4,5,4,3.4011973816621555,3.784189633918261,4.583333333333333,1
